index,shape-type,vertex-index,axis-0,axis-1,axis-2
241,line,0,60.0,1973.1624,831.54974
241,line,1,60.0,2562.554,672.25476
242,line,0,60.0,2562.553,672.25494
242,line,1,60.0,3263.45,162.51163
243,line,0,60.0,162.51166,2265.203
243,line,1,60.0,863.4086,2265.203
244,line,0,60.0,889.9578,2217.4143
244,line,1,60.0,1654.5728,2711.23
245,line,0,60.0,1681.122,2737.7773
245,line,1,60.0,2079.3594,3189.1116
246,line,0,60.0,1405.011,3061.6768
246,line,1,60.0,1866.9653,3247.5203
247,line,0,60.0,1935.9935,1351.9127
247,line,1,60.0,1266.9568,2424.4963
248,line,0,60.0,1266.9554,2493.5254
248,line,1,60.0,1181.9984,2891.7625
249,line,0,60.0,1176.6885,2891.7622
249,line,1,60.0,1304.124,3348.4075
250,line,0,60.0,1192.6179,2881.1426
250,line,1,60.0,858.0985,3289.9995
251,line,0,60.0,2228.034,2642.2004
251,line,1,60.0,1521.8274,2567.863
252,line,0,60.0,2238.6536,2966.0999
252,line,1,60.0,1691.742,2966.0999
253,line,0,61.0,2828.0444,2727.1577
253,line,1,61.0,3359.026,3220.9717
254,line,0,61.0,3826.2917,1245.7162
254,line,1,61.0,3603.2793,1580.2349
255,line,0,61.0,3603.279,1580.2352
255,line,1,61.0,3305.9287,1665.1923
256,line,0,61.0,1203.2375,1739.53
256,line,1,61.0,693.49445,1654.573
257,line,0,61.0,2727.1577,592.6076
257,line,1,61.0,2429.8076,343.0456
258,line,0,61.0,2743.0872,2153.6965
258,line,1,61.0,3029.8171,2716.5376
259,line,0,62.0,2137.767,672.25494
259,line,1,62.0,1442.1777,2153.6965
260,line,0,62.0,481.10123,3369.6467
260,line,1,62.0,1038.633,3491.7725
261,line,0,62.0,497.0307,3948.4177
261,line,1,62.0,597.9174,4075.8533
262,line,0,63.0,1585.545,1872.2756
262,line,1,63.0,1893.5139,2886.453
263,line,0,64.0,3268.76,1659.8826
263,line,1,64.0,2089.976,2105.9084
264,line,0,65.0,1028.0133,1983.782
264,line,1,65.0,2626.271,2567.8628
265,line,0,65.0,2913.0017,1776.6989
265,line,1,65.0,2281.133,1994.4019
266,line,0,65.0,3114.775,2780.2559
266,line,1,65.0,2429.8079,2387.3296
